Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
10/15/2004,7:46,"Dizangue, Cameroon",3.7667,9.9833,Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,3,0,"During descent in poor weather, the cargo plane struck a mountain near the airport."
10/24/2004,16:30,"Milwaukee, Wisconson",43.0500,-87.9500,Private - Hendrick Motorsports Inc.,,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,N501RH,BB-805,10,10,0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach."
10/24/2004,0:30,"Kamina, Congo",-8.7321,24.9938,Med Flight Air Ambulance - Private,,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5,5,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air trafficontroller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air trafficontroller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making."
11/21/2004,8:20,"Shinile, Ethiopia",9.6670,41.8330,China Eastern Airlines,,Baotou - Shanghai,Bambardier CRJ200,B-3072,7697,53,53,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane."
11/28/2004,9:55,"Ruidoso, New Mexico",33.3322,-105.6749,Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6,3,0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions."
11/30/2004,18:14,"Cubarral, Colombia",3.7919,-73.8413,Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,154,26,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash."
11/30/2004,19:56,"Isparta, Turkey",37.7647,30.5567,Grand Aire,,Saint Louis - Toledo,HBB HFB-320 Hansa Jet,N604GA,1037,2,2,0,Shortly after taking off the plane lost altitude and crashed on Howell Island a few miles from the airport. The maintenance facility failed to properly install and inspect the elevator trim system resulting in the reversed elevator trim condition and the pilot's failure to maintain clearance with the terrain. Contributing factors included the dark night and low ceiling.
12/6/2004,10:23,"Rumbek, Sudan",6.8058,29.6761,Salmon Air - Air Taxi,,"Salt Lake City, UT - Sun Valley, ID",Cesna 208 Caravan,N25SA,0208B-0866,2,2,0,The aircraft crashed and burned while on approach to Runway 31 at Friedman Memorial Airport. The pilot's failure to maintain aircraft control while on approach for landing in icing conditions. Inadequate airspeed was a factor.
12/7/2004,10:45,"Chelyabinsk, Russia",55.1547,61.3758,SAVIARE S.A. - Air Taxi,,,Cessna TU206G,HK-2882,,6,6,0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.
12/11/2004,5:30,"Malakal, Sudan",9.5500,31.6500,NHR Táxi-Aéreo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,2,1,"The crew was performing a mail flight under Total Linhas Aéreas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned."
12/11/2004,,"Khartoum, Sudan",15.5974,32.5347,Airline Transport,,Baku - Kabul,Ilyushin II-76TD,ER-IBW,33448390,7,1,0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.
1/13/2005,13:20,"Junction City, California",40.7436,-123.0586,Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,9,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.
1/27/2005,8:10,"Bukavu, Congo",-2.5000,28.8667,Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,2,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.
1/30/2005,16:30,"Wamena, Indonesia",-4.2703,138.7461,Military - Royal Air Force,,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10,10,0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed."
2/3/2005,17:00,"El Alto de Rubio, Venezuela",-16.5167,-68.1667,Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104,104,0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul."
2/3/2005,8:07,"Madiun, Indonesia",-7.5946,111.5449,Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,7,0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum."
2/10/2005,20:30,"Isiro, DemocratiRepubliCongo",2.7574,27.6262,Action Air Express Inc. - Air Taxi,-,"Fresno, CA - Santa Monica, CA",Cessna P210N,N432AR,P21000098,2,2,0,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors."
2/16/2005,9:13,"Port Hope Simpson, Newfoundland, Canada",52.5333,-56.3000,Circuit City Stores - Charter,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,8,0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamistall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system."
3/8/2005,9:23,"Chrallave, Venezuela",10.2443,-66.8587,Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,2,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.
3/15/2005,0:15,"Campbeltown, United Kingdom",55.4230,-5.6080,Loganair,,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,2,0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility."
3/16/2005,13:57,"Mwanza, Tanzania",-2.5179,32.8991,Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,28,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver."
3/23/2005,23:07,"Palermo, Italy",38.1167,13.3667,Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,43454623,8,8,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria."
3/26/2005,10:15,"Talinn, Estonia",59.4427,24.7532,West Caribbean Airways,,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,8,0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.
3/31/2005,20:00,"Miami Beach, Florida",25.8130,-80.1341,Military - U.S. Air Force,,Training,Lockheed Hercules MC-130H,87-0127,5118,9,9,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.
4/12/2005,12:10,"Sochi, Russia",43.5849,39.7187,GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,18,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.
4/28/2005,11:28,"Parepare, Indonesia",-3.8771,119.6208,Military - Fuerza Del Peru,,Training,Let 410UVP,EP-830,790304,13,13,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport."
5/2/2005,22:15,"Moorea, French Polynesia",-17.5333,-149.8333,Airwork,,Auckland - Blenheim,Swearingen SA227AC Metro III,ZK-POA,AC-551B,2,2,0,Crashed into a field while en route.
5/5/2005,13:30,"Whittier, Alaska",60.7742,-148.6778,Kisangani Airlift,,Bangboka - Isiro,Antonov AN-26,EK-26060,17311107,11,10,0,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.
5/7/2005,11:45,"Lihu, Hawaii",21.9747,-159.3656,Aero-Tropics,,Bamaga - Lockhart River,Swearingen SA-227AC Metro III,VH-TFU,DC-818B,15,15,0,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach."
5/16/2005,12:20,"Macae , Rio de Janeiro , Brazil",-22.3708,-41.7869,Transportes Aereos Don Carlos - Charter,,"Balmaceda, Argentina - Chile Chiro, Chile",Beech 65-A80 Queenaire,CC-CFS,LD-220,10,10,0,The charter flight crashed a few minutes after takeoff under unkown circumstances.
7/16/2005,10:00,"Perpignan, France",42.6986,2.8956,Ecuatair,,"Malabala, Bioko Island - Bata",Antonov AN-24B,3C-VQR,79901104,60,60,0,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers."
8/2/2005,16:04,"Sabine Pass, Texas",29.7350,-93.8975,Air France,358,"Paris, France - Toronto Canada",Airbus A-340,F-GLZQ,289,309,0,0,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down."
8/10/2005,12:43,"St. Johns, Newfoundland",47.5675,-52.7072,Copterline,,"Talinn, Estonia - Helsinki, Finland",Sikorsky S-76C,OH-HCI,760508,14,14,0,"The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions."
8/14/2005,12:20,"Crimond, Scotland",57.6008,-1.9122,Helios Airways,522,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic",Boeing 737-31S,5B-DBY,29099/2982,121,121,0,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromos, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control was left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing."
8/23/2005,15:06,"Pucallpa, Peru",-8.3833,-74.5500,TANS Peru,204,Lima - Pucallpa - Iquitos,Boeing B-737-244,OB-1809,22580/87,98,40,0,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport."
9/5/2005,9:40,"Port Harcourt, Nigeria",4.7715,7.0143,Mandala Airlines,91,Medan - Jakarta,Boeing 737-230,PK-RIM,22136/738,117,99,44,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway."
9/15/2005,14:55,"Pownal, Vermont",42.8000,-73.2167,Viaçao Cometa,,Rio de Janeiro - Jacarepagua,Cessna 525 CitationJet I,PT-WLX,525-0176,2,2,0,"The aircraft, on a positioning flight,  crashed in a wooded area shortly after taking off."
9/16/2005,9:00,"Piacenza, Italy",45.0478,9.7006,Wayumi Air Taxi,,San Juan de Manapiare - Puetro Ayacucho,Cessna 207 Skywagon,YV-412C,207-0508,4,4,0,"Crashed into Mount Morrocoy, 5 miles from the airport shortly after taking off. Wreckage found two days later."
9/23/2005,14:15,"Donetsk, Ukraine",47.9813,37.7753,"Heli-USA Airways, In- Air Taxi",,Sightseeing,Aerospatiale AS-350BA,N355NT,2053,6,4,0,"After avoiding another helicopter, the helicopter headed into a heavy rainstorm. After entering a turn the airspeed dropped to zero and the helicopter descended rapidly until it hit the water bounced and hit the water again. The pilot's decision to continue flight into adverse weather conditions, which resulted in a loss of control due to an encounter with a microburst. Contributing to the accident was inadequate FAA surveillance of Special Federal Aviation Regulation 71 operating restrictions. Contributing to the loss of life in the accident was the lack of helicopter flotation equipment."
10/4/2005,,"Kandahar, Afghanistan",31.6167,65.7167,Wimbi Dira Airways,,Kisangani - Bunia,Antonov 12V,9Q-CWC,2400901,100,2,0,The aircraft carrying troops made a hard landing causing the landing gear to penetrate the fuselage. Two passengers were killed when they exited the plane and ran into the propellers which were still turning.
10/6/2005,5:40,"Sao Felix do Araguaia , Brazil",-11.6169,-50.6689,Morningstar Air Express,8060,"Winnipeg - Thunder Bay, Ontario",Cessna 208B,C-FEXS,208B-0542,1,1,0,"Soon after taking off the plane encountered icing conditions and the pilot tried to return to the airport but did not make it crashing into a Canadian National main railway track. In-flight icing conditions in which the aircraft's performance deteriorated until the aircraft was unable to maintain altitude. Also, the aircraft was overloaded by 288 pounds for normal weather conditions, 488 if there was icing."
10/22/2005,20:40,"Abuja, Nigeria",9.0667,7.4833,Bellview Airlines,3210,Lagos - Abuja,Boeing B-737-2L9,5N-BFN,22734/818,117,117,0,The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off.
11/19/2005,22:30,"Port Heiden, Alaska",56.9575,-158.6406,Ivolga Avia,,Voronezh - Moscow-Domodedovo,Cessna 208B Grand Caravan I,4P-OIN,208B-1052,8,8,0,"While descending for a landing at Domodedovo Airport in a snowstorm, the aircraft crashed into a forest 6 miles northeast of Stupino. Icing conditions were reported at the time of the accident."
12/8/2005,19:15,"Dizangue, Cameroon",3.7667,9.9833,Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,0,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C."
12/23/2005,22:27,"Milwaukee, Wisconson",43.0500,-87.9500,Azerbaijan Airlines,217,"Baku, Azerbaijan - Aktau, Kazakhstan",Antonov AN-140-100,4K-AZ48,36525307036,23,23,0,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.
11/17/2006,8:07,"Kamina, Congo",-8.7321,24.9938,Trigana Air Service,,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,535,12,12,0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.
1/2/2006,11:11,"Shinile, Ethiopia",9.6670,41.8330,Evolga,,Moscow - Karkov,British Aerospace BAe-125-700A,P4-AOD,257153,3,3,0,"On a positionning flight from Sheremetyevo to Kharkov to pick up passengers, while on final approach, the aircraft crashed in a frozen lake 3 km from runway threshold."
1/8/2006,13:00,"Ruidoso, New Mexico",33.3322,-105.6749,Service Air,,Entebbe - Kinshasa,Antonov 12,9Q-CIH,4341803,6,6,0,The cargo plane carrying humanitarian relief items crashed shortly after takeoff. The cause was determined to be engine failure and an overweight and improperly balanced plane.
1/9/2006,9:30,"Cubarral, Colombia",3.7919,-73.8413,Military - Iranian Revolutionary Guard Corps Air Force,,Tehran - Orumiyeh,Dassault Falcon 20,15-2233,318,11,11,0,"After a flyby to check on a stuck landing gear, the plane suffered a double engine flame-out and crashed into a field in poor weather conditions."
1/19/2006,19:30,"Isparta, Turkey",37.7647,30.5567,Military - Slovak Air Force,,Pristina - Kosice,Antonov AN-24V,5605,97305605,43,42,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport."
1/21/2006,,"Rumbek, Sudan",6.8058,29.6761,SoniBlue Airways,604,Tofino - Vancouver,Cessna 208B Grand Caravan,C-GRXZ,208B0469,8,3,0,"The pilot issued a mayday after experiencing engine trouble while en route and asked to divert to Port Alberni Airport on Vancouver Island but crashed into mountainous wooded area, 6 miles from the airport runway."
2/5/2006,16:53,"Chelyabinsk, Russia",55.1547,61.3758,Air Cargo Carriers,,,Shorts 360-100 /Shorts 360-300,N3735W/N372AC,SH-3735/SH-3720,3,3,0,"The cargo plane was on a test flight. While flying in formation with another plane taking pictures the left wing impacted the left wing and engine of the other plane. The plane lost contorl, crashed and burned. The flight crew failed to maintain clearance from another aircraft as they turned to break formation flight while maneuvering. Contributing to the accident was the decision of both flight crews to fly in formation."
3/7/2006,16:20,"Malakal, Sudan",9.5500,31.6500,Aerovalles,,Madrid - Pamplona,Cessna 421C Golden Eagle III,EC-JAX,421C0337,6,6,0,"While approaching Noain airport in bad weather conditions, the twin engine aircraft crashed in the Sierra de Tajonar mountain range. The copilot and a passenger were killed."
3/9/2006,16:30,"Khartoum, Sudan",15.5974,32.5347,Military - Fuerza Aérea Argentina,,La Paz - Sana Cruz,Learjet 35A,T-21,35-115,6,6,0,"While en route, the plane, delivering humanitarian aid, flew into terrain and broke up."
3/24/2006,11:00,"Junction City, California",40.7436,-123.0586,ATESA,,Cuenca - Macas,Cessna 208B Grand Caravan,HC-BXD,208B-0591,14,5,0,The plane lost altitude shortly after taking off and crashed into a building.
4/23/2006,4:55,"Bukavu, Congo",-2.5000,28.8667,Military - Lybian Arab Air Force,,Sebha - N'Djamena,Antonov 74TK-200,UR-74038,36547097933,6,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,"
4/23/2006,20:50,"Wamena, Indonesia",-4.2703,138.7461,Yug Avia,,,,RF-30451,,5,4,0,"Shortly after takeoff, the pilot made sharp manuvers and lost the control of the plane and crashed 1 km from the airport. According to Russian authorities,  the flight was unauthorized and illegal."
4/24/2006,11:45,"El Alto de Rubio, Venezuela",-16.5167,-68.1667,U.S. Government (leased),,Kabul - Kandahar - Lashkar Gah,Antonov AN-32B,ZS-PDV,3003,16,2,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.
4/28/2006,6:47,"Madiun, Indonesia",-7.5946,111.5449,King Air Charter,,"Goma - Bunia, DCR",Cessna 208B Grand Caravan,ZS-ADL,208B-0381,3,3,0,"The cargo flight on behalf of the United Nations, crashed on the east side of Margarita's peak.The flight crew did not operate the route indicated in the submitted flight plan. Instead, the crew opted to use administrative flight planning data to execute a direct GPS route that led the plane to high terrain with clouds and low visibility, resulting in a controlled flight into terrain."
5/3/2006,2:15,"Isiro, DemocratiRepubliCongo",2.7574,27.6262,Armavia,967,"Yerevan, Armenia - Sochi, Russia",Airbus A320-211,EK-32009,547,113,113,0,The jetliner crashed into the Black Sea and broke up in driving rain and low visibility after making a second attempt to land. The plane disappeared from radar screens just under four miles from shore and crashed after making a turn and heading toward Adler airport for a landing. Pilot error. The pilots of the Airbus-320  allowed the plane to descend too low as it faced bad weather on its approach to the airport.
5/14/2006,12:32,"Port Hope Simpson, Newfoundland, Canada",52.5333,-56.3000,Saskatchewan Government Northern Air Operations,,Training,Convair CV-580,C-GSKJ,202,3,1,0,"On a climbout after a touch-and-go landing, the aircraft veered to the left, lost altitude and crashed in a wooded area 1 nm northwest of the airport."
5/23/2006,18:22,"Parepare, Indonesia",-3.8771,119.6208,Air São Tomé,,Training,de Havilland Canada DHC-6 Twin Otter 300,S9-BAL,648,4,4,0,The aircraft disappeared from radar screens while on approach to São Tomé Island. The aircraft crashed in sea a  few km off shore.
6/2/2006,14:40,"Moorea, French Polynesia",-17.5333,-149.8333,International Jet Charter,,"AtlantiCity, NJ - Groton, CT",Learjet 35A,N182K,35A-293,5,2,0,"A charter jet registered to religious broadcaster Pat Robinson crashed in heavy fog into Long Island Sound, a half mile short of the runway, while making an approach to land at Groton-New London Airport. Both pilots were killed but the three passengers aboard survived. Robertson was not aboard. The crew's failure to properly monitor the airplane's altitude, which resulted in the captain's inadvertent descent of the airplane into water. Contributing to the accident were the foggy weather conditions, and the captain's decision to descend below the decision height without sufficient visual cues."
6/3/2006,16:00,"Whittier, Alaska",60.7742,-148.6778,Military - Chinese Air Force,,,KJ-2000,,,40,40,0,"Witnesses said they heard an explosion and when they reached the crash site they found the plane had crashed into a mountain and the main body of the plane had destroyed a section of bamboo forest, while the tail had dropped onto nearby fields. The plane crashed about 125 miles southwest of Shanghai. Caused by icing, after flying through several icy regions and the plane being overloaded.."
6/8/2006,13:15,"Lihu, Hawaii",21.9747,-159.3656,Air Taxi - MajestiAlliance,,"Coeur d'Alene, ID - Missoula, MT",Cessna TU206G,N5136X,U20605582,2,2,0,"While following a highway through a mountain pass in fog the plane struck the mountain. The pilot's VFR flight into IMC and his subsequent failure to maintain terrain clearance. The pilot's inadequate inflight planning/decision, mountain obscuration, trees and high terrain were factors."
6/11/2006,18:30,"Macae , Rio de Janeiro , Brazil",-22.3708,-41.7869,Military - Chadian Air Force,,N'djamena - Abéché,Lockheed C-130 Hercules,TT-PAF,5141,7,5,0,"The military plane crashed into trees past the end of the runway as it tried to land at night at an unlit airport. Chadian rebels however, claim to have shot it down with a surface-to-air missile. The pilot and copilot survived."
7/7/2006,15:35,"Perpignan, France",42.6986,2.8956,Mango Airlines,,Goma - Kisangani,Antonov AN-12B,9Q-CVT,3341506,5,5,0,The cargo plane had engine failure and struck a hill as it lost altitude.
7/9/2006,7:44,"Sabine Pass, Texas",29.7350,-93.8975,Sibir (S7),778,Moscow - Irkutsk,Airbus A-310-324ET,F-OGYP,442,203,128,0,"The plane was landing at Irkutsk International Airport in rain and low visibility when it veered off and overran the runway, struck a building and burst into flames. It was reported the plane was traveling at a high rate of speed when it landed. Crew error. The mistaken and uncontrolled actions by the crew at the stage of slowing down after landing. The unintentional and uncontrolled movement in one of the engines, which was not detected by the crew in time."
8/3/2006,,"St. Johns, Newfoundland",47.5675,-52.7072,Tracep,,Lugushwa - Bukavu,Antonov AN-28,9Q-COM,1AJ008-21,17,17,0,The aircraft was flying in low cloud and poor weather conditions as it approached the airport at Bukavu when it clipped a mountainside and plunged into the forest in flames 9 miles short of the runway.
11/18/2006,21:00,"Crimond, Scotland",57.6008,-1.9122,Aerosucre Colombia,,Bogota - Leticia,Boeing 727-23F,HK-3667X,19430/366,5,5,0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.
8/4/2006,9:30,"Pownal, Vermont",42.8000,-73.2167,AirNow,59,"Binghamton, NY - Benningham, VT",Embraer 110 Bandeirante,N59BA,110-396,1,1,0,"The cargo plane was flying to Benningham for weekly maintenance but was diverted to Albany because of poor visibility. After an aborted first try the plane circled for another attempt but struck a mountainside. The pilot's misinterpretation of the airplane's position relative to the final approach fix, which resulted in the displacement of the descent profile by 6 nautical miles and the subsequent controlled flight into rising terrain. Contributing to the accident were the low clouds."
8/13/2006,20:15,"Piacenza, Italy",45.0478,9.7006,Air Algerie,2208,"Algiers, Algeria - Frankfurt, Germany",Lockheed L-100-30 Hercules,7T-VHG,4880,3,3,0,The cargo plane crashed while en route in the vicinity of thunderstorms.
8/22/2006,15:30,"Donetsk, Ukraine",47.9813,37.7753,Pulkovo Airlines,612,Anapa - St. Petersburg,Tupolev Tu-154M,RA-851857,894,170,170,0,"The plane disappeared from radar shortly after making a distress call. A distress call was made at FL330 and again at FL100. The aircraft was reportly on fire before it crashed. The plane crashed in a field, 30 miles North of Donetsk and broke-up. Weather forecasters reported thunderstorms and lightning in the area at the time of the crash. The crew pushed the aircraft beyond its limits as they attempted to fly around a thunder storm. The crew steered the aircraft under manual control into an angle of attack that was beyond critical which resulted in  a stall and the subsequent transition into a flat spin and a collision with the ground. The crew's steering of the aircraft under manual control into an angle of attack that was beyond critical which resulted in a stall and subsequent transition into a flat spin and a collision with the ground."
