Date,Time,location,Latitude,long,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
11/23/1998,0:30,Victoria,48.4275,-123.3673,Regency Express Air,434,Vancouver - Victoria,Cessna 208B Caravan I Super Cargomaster,N9352B,208B-0061,2,2,0,"While en route, the cargo plane made a right turn in the vicinity of Beaver Point, and began to head towards high ground north of the Victoria airport. The aircraft then began a gradual, descending turn to the left in a southeasterly direction before striking trees near Mount Tuam peak.  The crew would have encountered the lower ceiling in the vicinity of Beaver Point. This lower layer of cloud would have restricted the crew's view of the ground lighting and reduced the ambient lighting available to navigate by visual means. With the loss of ground references, it is unlikely that the crew would have been able to perceive the divergence of the aircraft's flight path away from its intended track by visual means. The crew was unable to maintain separation between the aircraft and the terrain by visual means."
12/2/1998,12:16,Umpire,34.2803,-94.0531,Yates Aviation,,"Mena, AR - Texarcana, TX",Cessna 501 Citation I SP,N501EZ,501-0058,1,1,0,"On a positioning flight, the aircrafted rolled over and crashed inverted 17 miles south of the airport it took off from. The pilot's in flight loss of control for undetermined reasons."
12/7/1998,11:13,Baie-Comeau,49.2167,-68.15,Air Satellite,,Point-Lebel - Rimouski,Britten-Norman Trislander,C-FCVK,2028,10,7,0,"The aircraft crashed into the St. Lawrence River in shallow water, 2km from the runway after taking off from Point-Lebel."
7/2/1999,14:27,Sittwe,20.1459,92.8763,Myanmar Airways,,Yangon - Sittwe,Fokker F-27 Friendship 600,XY-AEO,10594,8,8,0,"The aircraft, carrying freight, flew into the side of a fog covered ridge, 8 km E of Sittwe, while on approach to Sittwe."
12/17/1998,,Saurimo,-9.65,20.4,Zanex,,Luanda - Saurimo,Antonov 12,S9-SAT,,10,1,0,"After encountering a vehicle on the runway, the crew attempted a go-around but the aircraft touched down in a nose-high attitude and crashed."
12/26/1998,12:00,Vila Nova,38.7823,-27.149,Transafrik,806,Huambo - Saurimo,Lockheed Martin L-100-30 Hercules,S9-CAO,4561,14,14,0,"The plane crashed in dense jungle, 25 km from the departure town of Huambo. Heavy fighting was reported between government forces and UNITA rebels at the time of the crash."
1/13/1999,,Geilenkirchen,50.9655,6.1221,Military - German Air National Guard,,,Boeing KC-135E,59-1452,17940/355,4,4,0,"After completing an air refueling mission the plane pitched upward, stalled and crashed."
1/16/1999,14:30,St. Mary's Islands,13.3795,74.673,Uzu Air,,Horn Island - Coconut Island,Britten Norman BN-2A-26,VH-XFF,763,4,3,0,"After initiating a goaround, the aircraft veered left and commenced a shallow climb before suddenly rolling right and descending steeply onto a tidal flat. The pilot initiated a go-around from final approach because of a vehicle on the airstrip. The left propeller showed little evidence of rotation damage. The reason for a possible loss of left engine power could not be determined. For reasons that could not be established, the pilot lost control of the aircraft at a low height."
1/17/1999,16:30,Jumla,29.25,82.2167,Necon Air,,Jumla - Nepalgunj,Cessna 208 Caravan I,9N-ADA,20800235,12,4,0,"While taking off the aircraft stalled, crashed and caught fire. Incorrectly set flaps for takeoff."
1/21/1999,8:10,Bluefields,12,-83.75,Fuerza AÃ©rea Nicaragua,,Managua - Bluefields,Antonov AN-26,,,28,28,0,"The plane, on a relief mission to Bluefields was waved off from landing because of a blocked runway. While navigating around for another landing attempt, the aircraft crashed into mountainous terrain."
2/2/1999,5:08,Luanda,-8.816,13.2319,Savannair,,Luanda - Lucapa,Antonov AN-12,EL-ASS,3340909,14,14,13,"The plane was on a flight to Lucapa, when it was forced to return to Luanda due to engine trouble. While approaching Luanda, the aircraft crashed into the Cazenga district of Luanda destroying five houses."
2/24/1999,16:34,Rui'an,27.7833,120.625,China Southwest Airlines,4509,Chengdu - Wenzhou,Tupolev TU-154,B-2622,90A-846,61,61,0,"The aircraft was on a flight from Chengdu to Wenzhou when it crashed into a field while on approach to Wenzhou Airport. Witnesses saw the plane nose-dive into the ground from an altitude of 2,300 feet and explode. A self-locking nut, other than a castle nut with cotter pin as specified, had been installed at the bolt for connection between the pull rod and bellcranck in the elevator control system. The nut screwed off, resulting in bolt loss, which led to the loss of pitch control."
3/7/1999,8:23,New Delhi,28.6139,77.2089,Military - Indian Air Force,,Gwalior -  Pokhran - New Delhi,Antonov AN-32 Transport,K2673,108,19,19,3,"While approaching New Delhi Airport, the plane suddenly veered off its landing path and crashed into a building site and careened into a water tank reservoir. A witness said the plane came in very low and crashed, exploded and burned after severing power lines. A heavy layer of fog covered the area prior to the crash. The crash site was 1.5 miles from the airport."
3/19/1999,9:45,Davis Inlet,55.885,-60.8919,Provincial Airlines,960,Goose Bay - Davis Inlet,de Havilland Canada DHC-6 Twin Otter 300,C-FWLQ,724,2,1,0,"On approach, the crew of the cargo plane descended to MDA and initiated a go-around after the runway was not seen.  On the second approach the captain descended below MDA and  the aircraft struck the ground in controlled flight 2 nm short of the runway. The aircraft was destroyed. The captain decided to descend below the minimum descent altitude without the required visual references. After descending below MDA, both pilots were preoccupied with acquiring and maintaining visual contact with the ground and did not adequately monitor the flight instruments; thus, the aircraft flew into the ice."
4/7/1999,11:30,Ribeirão Preto,-21.1783,-47.8067,ManacÃ¡ TÃ¡xi AÃ©reo,,Training,Learjet 24D,PT-LEM,24-270,5,5,0,The pilot-in-command lost control during touch-and-go landing and crashed.
5/24/1999,13:15,Kuching,1.56,110.345,Military - Malaysian Air Force,,Training,de Havilland Canada DHC-4A,M21-05,270,5,5,0,Crashed while attempting to take off.
6/1/1999,23:50,Little Rock,34.7361,-92.3311,American Airlines,1420,Dallas-Fort Worth - Little Rock,McDonnell Douglas MD-82,N215AA,49163/1111,145,11,0,"The plane was on a flight from Dallas/Fort Worth, Texas to Little Rock, Arkansas. While attempting to land at Little Rock Airport, the flight encountered heavy thunderstorms, rain and strong winds. The aircraft landed fast and hard, skidded off the end of the runway and struck a landing light tower, breaking into three parts and bursting into flames. Crew's decision to continue the approach despite severe thunderstorms in the area and crosswinds that  exceeded American Airlines' guidelines. The crew did not arm the automatispoiler system before landing or manually deploy the spoilers after touchdown. Fatigue, the crew had been awake for nearly 16 hours."
6/9/1999,,Morong,14.6833,120.2667,PacifiAirways,,,Britten-Norman BN-2A-21 Islander,RP-C471,473,1,1,0,
6/17/1999,8:52,Goroka,-6.0833,145.3833,Airlink,,Nadzab - Goroka,Embraer 110P2 Bandeirante,P2-ALX,110210,17,17,0,"The aircraft was 19 miles or six minutes out of Goroka when it crashed into a hillside. At the time of the crash, the pilot was in routine communication with Goroka and gave no indications of any problems."
6/30/1999,2:42,Seraing,50.5989,5.5121,Nightexpress,114,"London, England - Frankfort, Germany",Beechcraft 99,D-IBEX,U- 45,2,2,0,The cargo plane lost both engines while on approach and crashed into a wooded area. Improper maintenace caused the engine failure. The crew did not follow company procedures.
7/4/1999,12:05,Villavicencio,4.15,-73.6333,LANC Colombia,,Villavicencio - Mitu,Douglas DC-6A,HK-1776,45499/1011,18,5,0,The aircraft developed engine trouble shortly after taking off and returned to the airport. The plane made a steep descent and struck an embankment of the Guatiquia River.
7/9/1999,4:30,Toluca,19.2921,-99.6558,Aero Jet Express,,Los Mochis - Toluca,Hawker Siddeley HS-125,XA-TAL,25064,4,4,0,"While on approach, the cargo plane hit a wall, 400 meters short of the runway."
7/31/1999,8:30,Marine City,42.7196,-82.4921,Private,-,Sky Diving,Beech King Air 65-A90,N518DM,LJ-251,10,10,0,"The aircraft, which was carrying members of a skydiving club, crashed shortly after taking off from Marine City Airport. Witnesses reported the plane banked hard to the right and flew into the ground. The aircraft was destroyed by fire. The pilot's failure to maintain adequate airspeed, which resulted in a stall, inflight loss of control and collision with the ground."
8/24/1999,12:36,Hualien City,23.9822,121.6068,Uni Air,873,Taipei - Hualian,McDonnell Douglas MD-90-30,B-17912,53536/2160,96,1,0,"A fire in the front portion of the cabin, in the overhead luggage compartment, caused thick black smoke to accumulate in the cabin.  Accidental ignition of gas taken aboard in 2 bleach and softner bottles, stored in a overhead locker."
8/26/1999,10:54,To‘rtko‘l,41.55,61,Uzbekistan Airways,,Tashkent - Turtkul,Yakovlev YAK-40,UK-87848,9331730,33,2,0,"The aircraft struck power lines 2,000m past the end of the runway after a second attempted go-around."
9/3/1999,12:50,Glasgow,55.858,-4.259,Edinburgh Air Charter,-,Glasgow - Aberdeen,Cessna 404 Titan Ambassador,G-ILGW,404-0690,11,8,0,"Shortly after takeoff  the plane was observed going into a right bank after which it crashed and burned. Catastrophifailure of the left engine. The pilot then, mistakenly, feathered the right engine. This resulted in total loss of power and loss of control of the aircraft."
9/5/1999,11:53,Westerly,41.3747,-71.8186,Air Taxi - New England Airlines,,"Westerly, RI - Block Island, RI",Piper PA-32-260,N4830S,32-1261,5,3,0,"After taking off, the airplane banked to the left, descended, and impacted terrain in an open field about 200 ft. beyond the departure end of the runway. The pilot's loss of control of the airplane during a turn."
9/14/1999,21:20,Belém,-1.4558,-48.5039,Norte Jet TÃ¡xi AÃ©reo,,Belem - Monte Dourado,Embraer 110 Bandeirante,PT-ODK,110002,2,2,0,The cargo plane crashed while on approach.
10/2/1999,19:15,Dhahran,26.2667,50.15,Aramco Associated Company,,,Bell 214ST helicopter,N704H,28108,20,12,0,"The helicopter, crashed into the water shortly after liftoff from the 88 foot tall helideck located 35 miles offshore. The landing was soft and gentle but the helicopter rolled over inverted in the water."
10/24/1999,,San Carlos,9.6713,-68.5906,Military - Venezuelan Army,,La Carlota - Acarigua,Arava 201,EV-8012,62,6,6,0,Crashed during a rainstorm.
10/25/1999,11:20,Aberdeen,45.4647,-98.4864,Private charter,,"Orlando, FL - Dallas, TX",Gates Learjet 35,N47BA,60,6,6,0,"The plane scheduled to fly from Orlando, Florida to Dallas, Texas flew out of control for 1,500 miles before nose-diving into a grassy farm field in South Dakota, after running out of fuel. The plane's altitude varied between 22,000 and 51,000 feet during the flight. A possible pressurization failure, as indicated by frosted windows, observed by fighter jet pilots trailing the plane, may have killed all aboard. Pro golfer, Payne Stewart, 42, killed. Incapacitation of the flight crewmembers as a result of their failure to receive supplemental oxygen following a loss of cabin pressurization, for undetermined reasons."
10/31/1999,9:35,Challis,44.5067,-114.2235,Air Taxi - Stanley Air Taxi,,,Cessna U206F,N902CT,U20602610,4,4,0,"A witness observed the aircraft approach the airstrip from the west, for landing to the east. While on final approach, power fluctuations were heard. The aircraft touched down on the approach end of the airstrip, then bounced into the air to about 20 feet. The witness then heard the pilot apply corrective power for about three to five seconds before full power was applied. Aircraft control was not maintained. The pilot's improper decision to abort the landing and flight into a box canyon were factors."
11/26/1999,5:26,Nairobi,-1.2858,36.82,DHL Aviation Africa,,"Nairobi - Dar Es Salaam, Tanzania",Cessna 208 Caravan I,5Y-RAN,208-00037,4,4,0,Unable to gain altitude the cargo plane crashed back onto the runway.
12/6/1999,7:06,Johannesburg,-26.2015,28.0455,Charter - Flightline Charter Services,-,"Johannesburg, South Africa  - Oranjemund, Namibia",Piper PA-31-350,ZS-OJY,31-7405210,9,9,0,"Shortly after takeoff, the pilot declared an engine failure. Seconds later he stated 'We are going down sir, we are going down.' The plane crashed 2 nm to the right of Runway 29 and burst into flames.  Failure of the exhaust pipe segment which caused the right hand engine to lose power and fail. The aircraft was overloaded. The company's lack of flight operations management experience."
12/7/1999,13:00,Bethel,60.8049,-161.7821,Air Taxi - Grant Aviation Inc.,,,Cessna 207,N1747U,20700347,6,6,0,"Crashed 49 miles from the departure airport. The pilot's continued VFR flight into instrument meteorological conditions. Factors associated with the accident were low ceilings, fog, and snow-covered terrain."
12/10/1999,,Kuwait City,29.3697,47.9783,Military - U.S. Air Force,,,Lockheed C-130H,63-7854,3924,94,3,0,"Crashed  2,900 ft. short of the runway causing extensive damage. The pilot was unable to get the aircraft airborne following the impact. Weather was below minima. Crew failed to monitor their instruments, became spatially disoriented and failed to arrest a high rate of descent. Pilot was inexperienced."
12/11/1999,9:20,Caldas de São Jorge,40.9667,-8.5,SATA,530,Ponta Delgada - Horta,British Aerospace APT,CS-TGM,2030,35,35,0,"The plane crashed 30 minutes after leaving Ponta Delgada, Sao Miguel Island bound for Horta, Faial Island in the Azores. The plane lost contact with the Horta control tower 10 minutes before it was scheduled to land.  Witnesses said the plane was flying very low before they saw the plane crash into Mount Esperanca on the island of Sao Jorge."
12/21/1999,9:40,Guatemala City,14.6133,-90.5353,Cubana de Aviacon,261,Havana - Guatemala City,McDonnell Douglas DC-10-30,F-GTDI,46890/77,314,16,2,"While attempting to land at La Aurora International Airport, the aircraft overshot the runway, rolled down an embankment and crashed into houses in the La Libertad section of the city. Witnesses say the plane was unable to stop after it began its landing too far down the runway. The crew failed to initiate a go-around after overshooting on a wet runway with insufficient deceleration to make a safe stop. Leased from AOM."
4/5/2000,9:30,Marianna,30.7764,-85.2381,Bankair,,Opa-Locka - Marianna,Learjet 35A,N86BE,35-194,3,3,0,"While on finals the training flight pitched up, the right wing dropped, and the airplane struck trees, struck wires, caught fire on a road. The pilot's failure to maintain control of the airplane while on final approach resulting in the airplane striking trees. Factors in this accident were: improper planning of the approach, and not obtaining the proper alignment with the runway."
4/19/2000,,Bukavu,-2.5,28.8667,Kivu Air Services,,,Cessna 208B Caravan I,ZS-ONT,208B-0220,2,2,0,The charter flight crashed in the Kahuzi-Biega National Park.
12/22/1999,18:38,Great Hallingbury,51.8554,0.1946,Korean Air,8509,"London, England - Milan, Italy",Boeing 747-2B5F,HL-7451,22480/448,4,4,0,"Shortly after taking off the ADI comparator alarm sounded three times. Shortly afterwards, the warning sounded a further two times. As the captain initiated a procedural turn to the left, the comparator warning sounded 9 more times.. The aircraft then banked left progressively and entered a descent until it struck the ground in a 40 degree nose down attitude at a high rate of speed. The pilots did not respond appropriately to the comparator warnings during the climb after takeoff from Stansted despite prompts from the flight engineer. The commander, as the handling pilot, maintained a left roll control input, rolling the aircraft to approximately 90 of left bank and there was no control input to correct the pitch attitude throughout the turn. The first officer either did not monitor the aircraft attitude during the climbing turn or, having done so, did not alert the commander to the extreme unsafe attitude that developed."
12/24/1999,,Amritsar,31.64,74.86,Indian Airlines,814,Kathmandu - New Delhi,Airbus A300B2-101,VT-EDW,36,189,1,0,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed."
12/25/1999,20:15,Bejuma,10.183,-68.25,Cubana de Aviacion,310,Havana - Valencia,Yakovlev YAK-42D,CU-T1285,4.52E+12,22,22,0,"While on approach, after circling for 40 minutes and 5 miles from Valencia Airport,  the aircraft crashed into the Tocuyito mountain range and exploded in flames. The airport at Valencia was being used as operations at Simon Bolivar International Airport, Caracas had been disrupted by flooding in the region."
1/5/2000,,Abuja,9.0667,7.4833,Skypower Express Airways,,Lagos - Abuja,Embraer 110P1A Bandeirante,5N-AXL,110-455,16,1,1,During a visual approach the aircraft stalled and pancaked 400 ft. short of the runway.
1/10/2000,17:54,Niederhasli,47.4833,8.4833,Crossair,498,ZÃ¼rich - Dresden,Saab 340B,HB-AKK,213,10,10,0,"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning right and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive."
1/15/2000,13:10,San Jose,37.3333,-121.9,TACA,,San Jose - Tortuguero,Let 410UVP-E,YS-09-C,861620,20,5,0,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off with out clearance.
2/2/2000,,Tehran,35.6864,51.4329,Military - IslamiRepubliof Iran Air Force,,Training,Lockheed C-130 Hercules,,,8,8,0,Crashed on take off.
2/5/2000,16:00,Iliamna,59.758,-154.8485,"Air Taxi - Iliamna, Air Taxi Inc.",,"Ilianma, AK - Koliganek, AK",Cessna U206G,N756HG,U20604099,6,6,0,"The airplane impacted level terrain, covered by smooth, wind-blown, snow, in a left bank of 26 degrees or greater. The pilot's attempted flight into adverse weather, and his failure to maintain altitude/clearance above the snow-covered tundra. Factors associated with the accident were snow, rain, and whiteout conditions."
2/16/2000,19:50,Sacramento,38.5556,-121.4689,Emery Worldwide,17,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,N8079U,45947/341,3,3,0,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.
3/5/2000,18:11,Burbank,34.1821,-118.3075,Southwest Airlines,1455,Las Vegas - Burbank,Boeing B-737-3T5,N668SW,23060/1069,142,0,0,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver."
3/22/2000,,Herrera,37.3618,-4.85,Military - EjÃ©rcito del Aire,,Sevilla - Herreira,CASA 212-DE Aviocar 200,TM-12D-73,314,,,,Crashed while attempting to land in poor weather.
3/24/2000,18:04,Kairana,29.389,77.2046,Sky Cabs,,Bangkok - Colombo,Antonov AN-12 (freighter),RA-11302,8346004,8,6,2,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses."
3/25/2000,,Huambo,-12.7746,15.7351,Uralex,,Huambo - Luanda,Antonov AN-32,D2-MAJ,ZZX3201,33,3,0,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff."
6/23/2000,11:41,Boca Raton,26.3686,-80.1,Universal Jet Aviation,,Boca Raton - Fort Pierce,Learjet 55,N220JC,55-050,3,3,,Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.
4/19/2000,7:02,"Samal, Davao del Norte",7.133,125.6896,Air Philippines,541,Manila - Davao,Boeing B-737-2H4,RP-C3010,21447/508,131,131,0,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet."
5/3/2000,,Kurupung,6.4667,-59.1667,Trans Guyana Airways,,,Britten-Norman BN-2A-9 Islander,8R-GAC,694,1,1,0,The cargo plane crashed into a cloud covered mountain.
5/10/2000,20:30,Kaunakakai,21.0889,-157.0125,Price Aircraft Company,,Kahului - Hoolehua,Rockwell Sabreliner 65,N241H,465-5,6,6,0,While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.
5/17/2000,9:47,Moanda,-1.5583,13.2196,Avirex,,Libreville - Moanda,Beechcraft 1900C-1,TR-LFK,UC-133,10,3,0,The charter flight crashed while on approach in fog and mist.
5/25/2000,2:50,Paris,48.8569,2.3508,Streamline,200,Paris - London,Shorts 330-200,G-SSWN,SH-3064,2,1,0,Midair collision with a MD-83 after taxing on the runway.
6/5/2000,11:35,Accra,5.5645,-0.2257,Ghana Airlink,200,Tamale - Accra,Fokker F-27 Friendship 600,G-524,10535,52,7,0,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm."
6/14/2000,9:50,Liverpool,53.4,-3,ANT Air Taxi,-,Ronaldsway - Liverpool,Piper PA-31-350 Navajo,G-BMBC,31-7652172,5,5,0,"Engaged in an air ambulance operation, the plane crashed into the sea, in the estuary of the River Mersey, 0.8  nm from Liverpool Airport while on approach to land.  The pilot lost control of the aircraft at a late stage of the approach due either to disorientation, distraction, incapacitation, or a combination of these conditions."
6/21/2000,7:15,Cuiabá,-15.5951,-56.0923,Air taxi - Jao Air Taxi,,Cuiaba - Rondonopolis,Beech Baron,PT-LGL,,4,4,0,"Fifteen minutes into the flight under foggy conditions and low ceiling, the aircraft entered a sharp descent and struck a tree and the ground."
7/9/2000,8:37,Villavicencio,4.15,-73.6333,CORAL Colombia,,Villavicencio - Mitu,Curtiss C-46A-60-CS,HK-851P,383,19,13,0,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio."
7/13/2000,0:34,Raleigh,35.7806,-78.6389,Win Win Aviation,,"Hinckley, IL - Louisburg, NC",de Havilland Canada DHC-6 Twin Otter 200,N201RH,163,3,1,0,"The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight."
7/17/2000,7:34,Patna,25.611,85.144,Indian Airlines/Alliance Airlines,7412,Calcutta - Patna - Lucknow - New Delhi,Boeing B-737-2A8 Advanced,VT-EGD,22280/671,58,55,5,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a 'go-around procedure' instead of an 'approach to stall recovery procedure' resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground."
7/19/2000,0:30,Linneus,46.0386,-67.96,Airwave Transport,9807,Moncton - Montreal,Grumman G-159 Gulfstream I,C-GNAK,154,2,2,0,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling."
7/20/2000,13:12,Nassau,25.0466,-77.3766,Allied Air Freight,,,Douglas C-47A-10-DK,N54AA,12475,2,2,0,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.
7/25/2000,16:44,Gonesse,48.9869,2.4485,Air France,4590,Paris - New York City,Aerospatiale BAe Concorde 101,F-BTSC,203,109,109,4,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history."
7/26/2000,,Mafraq,32.3219,36.1854,Military - Royal Jordanian Air Force,,,Lockheed C-130H Hercules,348,4073,13,13,0,Crashed on a training flight.
8/2/2000,8:45,Cubatão,-23.8953,-46.4256,Air taxi - Lider Air Taxi,,Cubatao - Navegantes,Sikorsky S-76,PT-HRD,,6,6,0,"The helicopter exploded and crashed from a height of 1,000 ft."
8/6/2000,15:55,Puerto Montt,-41.4667,-72.9333,Military - Fuerza AÃ©rea de Chile,-,Santiago - Coihaique,Casa 212-AB10 Aviocar,230,AB10-454,14,14,0,The aircraft crashed into a volcano after the pilot reported he was diverting to Puerto Montt because of ice formation on the wings. The wreckage was found 15 days later.
8/9/2000,8:00,Burlington Township,40.0622,-74.8369,Patuxent Airways / Private,,"Lakehurst, NY - Patuxent River, MD",Piper Navajo PA-31/ Piper Seminole PA-44,N27944 / N2225G,7952056/79951271,11,11,0,"The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules."
8/14/2000,23:57,"Teslin Lake, Yukon",60.2251,-132.9007,RCMP-GRC Air Services,,Teslin - Dease Lake,Cessna 208 Caravan I,C-GMPB,208-00082,2,2,0,"The float plane took off, entered a steep climb, stalled and crashed into the water. The pilot's decision to depart from the unlit location was likely the result of the many psychological and physiological stressors encountered during the day. The pilot most likely experienced spatial disorientation precipitated by local geographiand environmental conditions and lost control of the aircraft."
8/15/2000,8:25,Lumber City,31.93,-82.6836,Air Taxi,,"Dothan, AL - Hazelhurst, GA",Piper PA-31-350,N801MW,31-8152136,3,3,0,While on approach the airplane collided with trees and the ground and subsequently burst into flames.  Pilot's failure to follow instrument procedures and descended below approach minimums and collided with trees.
9/16/2000,9:25,Kumarapuram,8.2897,77.3216,Military - Sri Lanka Air Force,,Colombo - Kalmunai,Mil Mi-17,,,14,14,0,"The Air Force helicopter was on a domestiflight when it cashed into mountainous terrain 75 km from Colombo. The helicopterâ€™s pilot had contacted air trafficontrollers saying he had problems with visibility and was lowering his altitude. Sri Lanka, Muslim Congress leader M. H. M. Ashraff, 52, along with members of his entourage were killed."
9/18/2000,15:10,Nuiqsut,70.2164,-151.0058,Cape Smythe Air Service,181,Deadhorse - Nuiqsut,Piper PA-31-350 Navajo,N220CS,8275013,10,5,0,"The belly cargo pod  lightly scraped the runway for about 40 feet, but the airplane transitioned to a climb. As the airplane began climbing away from the runway, the landing gear was observed to extend. The airplane climbed to about 100 to 150 feet above the ground, and then began a descending left turn. The airplane collided with the ground on a 095 degree heading. The wreckage path extended for about 300 feet, during which the landing gear, left wing, and the left engine separated from the airplane. A postcrash fire destroyed the fuselage, right wing, and the right engine. The pilot's failure to extend the landing gear, his improper aborted landing procedure, and inadvertent stall/mush. Factors in the accident were an improper adjustment of the landing gear warning horn system by company maintenance personnel, and the failure of the pilot to utilize the prelanding checklist."
10/6/2000,16:55,Reynosa,26.0868,-98.2836,Aeromexico,250,Mexico City - Reynosa - Matamoros,McDonnell Douglas DC-9-31,N936ML,47501/571,88,0,4,"The aircraft overshot the runway near Reynosa, Mexico and crashed into vehicles and houses coming to rest in a canal. The accident happened during a heavy rainstorm. The lights at the airport were out due to the storm and contact with the tower was lost. No passengers were killed aboard the aircraft but four people were killed on the ground."
